fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,density,pH,sulphates,alcohol,bound_sulfur_dioxide,quality_class
7,0.35,0.3,6.5,0.028,27,0.9936,3.4,0.42,11.4,60,2
6.2,0.27,0.32,8.8,0.047,65,0.9961,3.17,0.47,8.9,159,0
7,0.35,0.3,6.5,0.028,27,0.9936,3.4,0.42,11.4,60,2
7.3,0.23,0.37,1.8,0.032,60,0.992,3.11,0.35,11.1,96,1
6.2,0.3,0.2,6.6,0.045,42,0.9944,3.36,0.45,10.4,128,1
6.4,0.35,0.2,5.7,0.034,18,0.9944,3.33,0.43,10.1,99,0
7.6,0.32,0.34,18.35,0.054,44,1.0008,3.22,0.55,9,153,0
7.2,0.25,0.28,14.4,0.055,55,0.9986,3.12,0.38,9,150,2
7.2,0.25,0.28,14.4,0.055,55,0.9986,3.12,0.38,9,150,2
7.3,0.26,0.33,17.85,0.049,41.5,1,3.06,0.44,9.1,153.5,2
7.2,0.25,0.28,14.4,0.055,55,0.9986,3.12,0.38,9,150,2
7.4,0.26,0.37,9.4,0.047,42,0.9982,3.46,0.72,10,105,0
7.3,0.26,0.33,17.85,0.049,41.5,1,3.06,0.44,9.1,153.5,2
7.1,0.16,0.25,1.3,0.034,28,0.9915,3.27,0.55,11.4,95,1
7.2,0.25,0.28,14.4,0.055,55,0.9986,3.12,0.38,9,150,2
7,0.24,0.3,4.2,0.04,41,0.9927,3.28,0.49,11.8,172,1
6.7,0.265,0.22,8.6,0.048,54,0.9955,3.25,0.41,10.2,144,0
7.7,0.12,0.32,1.4,0.06,47,0.9952,3.37,0.42,9.2,103,1
7.2,0.21,0.33,3,0.036,35,0.9928,3.25,0.4,11,97,1
8.5,0.32,0.36,14.9,0.041,47,0.9982,3.08,0.31,10,143,1
6.9,0.18,0.3,2,0.038,39,0.9914,3.32,0.37,12.2,151,1
7,0.24,0.3,4.2,0.04,41,0.9927,3.28,0.49,11.8,172,1
6.3,0.26,0.29,2.2,0.043,35,0.9918,3.38,0.43,11.6,140,1
6.7,0.26,0.3,1.8,0.043,25,0.9944,3.44,0.61,10.2,96,1
7.9,0.29,0.36,11.1,0.033,43,0.9969,3.14,0.46,10.3,165,0
6.5,0.27,0.19,4.2,0.046,6,0.9955,3.25,0.35,8.6,108,0
6.7,0.33,0.42,6.4,0.058,27,0.9954,3.16,0.44,9.6,124,0
6.7,0.31,0.42,6.4,0.057,25,0.9955,3.16,0.45,9.6,123,0
6.6,0.25,0.31,1.5,0.035,32,0.9921,3.41,0.47,11.3,95,1
6.4,0.24,0.22,1.5,0.038,38,0.9934,3.41,0.55,9.9,119,1
6.8,0.26,0.29,16.95,0.056,48,0.9998,3.45,0.4,9.6,131,0
6.8,0.22,0.3,13.6,0.055,50,0.9984,3.44,0.39,9.8,130,0
8.1,0.31,0.24,1.6,0.032,10,0.9924,3.08,0.47,10.5,57,0
7,0.2,0.3,6.1,0.037,31,0.9939,3.24,0.51,10.8,89,0
7.9,0.18,0.37,3,0.061,25,0.995,3.22,0.51,10,153,1
6.6,0.34,0.27,6.2,0.059,23,0.9957,3.3,0.49,10.1,113,1
6.5,0.18,0.34,1.6,0.04,43,0.9912,3.32,0.59,11.5,105,2
7,0.21,0.31,6,0.046,29,0.9939,3.26,0.5,10.8,79,1
6.8,0.27,0.32,1.5,0.044,19,0.9921,3.1,0.43,9.9,123,1
5.8,0.23,0.27,1.8,0.043,24,0.9933,3.38,0.31,9.4,45,1
7.6,0.2,0.39,2.6,0.044,30,0.9941,3.46,0.44,10.8,150,2
8.2,0.15,0.48,2.7,0.052,24,0.995,3.5,0.45,10.9,166,2
6.5,0.18,0.34,1.6,0.04,43,0.9912,3.32,0.59,11.5,105,2
7,0.13,0.3,5,0.056,31,0.9945,3.47,0.42,10.5,91,1
6.9,0.17,0.22,4.6,0.064,55,0.9952,3.29,0.37,9.3,97,1
7,0.3,0.32,6.4,0.034,28,0.9924,3.23,0.44,11.8,69,1
7.6,0.445,0.44,14.5,0.045,68,0.9986,3.48,0.36,10,144,1
7.5,0.22,0.33,6.7,0.036,45,0.9939,3.2,0.68,11.4,93,1
8.7,0.34,0.46,13.8,0.055,68,0.9988,3.36,0.37,9.5,130,1
8.1,0.3,0.31,1.1,0.041,49,0.9914,2.99,0.45,11.1,74,1
6.9,0.16,0.3,9.6,0.057,50,0.9978,3.39,0.38,9.6,135,1
8,0.32,0.36,4.6,0.042,56,0.9928,3.29,0.47,12,122,1
6.1,0.22,0.23,3.1,0.052,15,0.9948,3.14,0.42,8.7,89,0
6.9,0.16,0.3,9.6,0.057,50,0.9978,3.39,0.38,9.6,135,1
7.5,0.15,0.38,1.8,0.054,19,0.9946,3.24,0.44,10,82,0
8.4,0.29,0.29,1.05,0.032,4,0.9908,2.91,0.32,11.4,51,0
6.6,0.37,0.47,6.5,0.061,23,0.9954,3.14,0.45,9.6,127,1
7.7,0.38,0.4,2,0.038,28,0.9906,3.18,0.32,12.9,124,1
6.3,0.25,0.23,14.9,0.039,47,0.99705,3.14,0.35,9.7,95,1
8.3,0.3,0.36,10,0.042,33,0.9982,3.23,0.51,9.3,136,1
6.1,0.34,0.31,12,0.053,46,0.9977,3.16,0.48,8.6,192,0
7.5,0.22,0.29,4.8,0.05,33,0.994,3.14,0.42,9.9,54,0
8.3,0.3,0.36,10,0.042,33,0.9982,3.23,0.51,9.3,136,1
8,0.27,0.24,1.2,0.044,20,0.9929,3.28,0.42,10.9,82,0
6.1,0.17,0.27,1.5,0.056,45,0.9924,3.2,0.43,10.2,90,1
7.4,0.18,0.3,10.4,0.045,44,0.9966,3.11,0.57,9.7,130,1
6.7,0.16,0.28,2.5,0.046,40,0.9921,3.38,0.51,11.4,113,2
6.1,0.255,0.44,12.3,0.045,53,0.9967,3.24,0.54,9.5,144,1
7.4,0.23,0.25,1.4,0.049,43,0.9934,3.42,0.54,10.2,98,2
6.4,0.16,0.28,2.2,0.042,33,0.9914,3.31,0.43,11.1,60,1
6.3,0.25,0.23,14.9,0.039,47,0.99705,3.14,0.35,9.7,95,1
6.7,0.27,0.25,8,0.053,54,0.9961,3.22,0.43,9.3,148,0
6.9,0.29,0.23,8.6,0.056,56,0.9967,3.17,0.44,8.8,159,0
6.4,0.28,0.19,5.4,0.042,67,0.99435,3.31,0.35,10.2,114,1
8,0.3,0.28,5.7,0.044,31,0.9948,3.16,0.51,10.2,93,1
6.4,0.17,0.27,1.5,0.037,20,0.9916,3.46,0.42,11,78,2
7.3,0.21,0.3,10.9,0.037,18,0.997,3.4,0.5,9.6,94,1
6.7,0.27,0.25,8,0.053,54,0.9961,3.22,0.43,9.3,148,0
6.9,0.29,0.23,8.6,0.056,56,0.9967,3.17,0.44,8.8,159,0
6.6,0.32,0.26,7.7,0.054,56,0.9961,3.17,0.45,8.8,153,0
7.4,0.32,0.22,1.7,0.051,50,0.9955,3.28,0.69,8.9,129,0
7.7,0.43,0.28,4.5,0.046,33,0.9918,3.16,0.56,12.2,69,2
7.8,0.39,0.26,9.9,0.059,33,0.9955,3.04,0.42,10.9,148,1
6.5,0.18,0.26,1.4,0.041,40,0.9941,3.34,0.72,9.5,101,1
7.8,0.4,0.26,9.5,0.059,32,0.9955,3.04,0.43,10.9,146,1
7.8,0.39,0.26,9.9,0.059,33,0.9955,3.04,0.42,10.9,148,1
6.9,0.19,0.28,3,0.054,33,0.9924,3.16,0.4,10.8,66,1
6.6,0.25,0.35,14,0.069,42,0.999,3.56,0.47,9.8,121,0
6.5,0.18,0.26,1.4,0.041,40,0.9941,3.34,0.72,9.5,101,1
6.4,0.15,0.36,1.8,0.034,43,0.9922,3.42,0.69,11,107,2
6.4,0.15,0.36,1.8,0.034,43,0.9922,3.42,0.69,11,107,2
8.4,0.17,0.31,5.4,0.052,47,0.9953,3.24,0.38,9.8,103,0
6.1,0.32,0.37,1.8,0.051,13,0.9945,3.49,0.44,10.5,187,0
8.5,0.21,0.26,9.25,0.034,73,0.9945,3.05,0.37,11.4,69,1
8.7,0.45,0.4,1.5,0.067,17,0.9957,3.27,0.57,10.1,83,1
6.7,0.24,0.29,6.8,0.038,54,0.9932,3.33,0.46,11.6,73,2
8.5,0.21,0.26,9.25,0.034,73,0.9945,3.05,0.37,11.4,69,1
7.4,0.33,0.26,2.6,0.04,29,0.9913,3.07,0.52,11.8,86,2
7.2,0.26,0.3,2.1,0.033,50,0.9909,3.33,0.43,12.1,108,2
8.2,0.36,0.29,7.6,0.035,37,0.9939,3.16,0.34,12,85,0
7.8,0.2,0.24,1.6,0.026,26,0.991,3.08,0.74,12.1,163,2
6.4,0.33,0.24,1.6,0.054,25,0.9943,3.36,0.5,9.3,92,0
7.8,0.22,0.36,1.4,0.056,21,0.993,3.2,0.53,10.4,132,1
7.4,0.35,0.31,17.95,0.062,42,1.0002,3.27,0.64,9.1,145,0
6.6,0.37,0.24,2,0.064,23,0.9946,3.32,0.54,9.4,97,0
6.7,0.37,0.41,6.3,0.061,22,0.9953,3.16,0.47,9.6,127,1
7.1,0.37,0.32,1.4,0.037,27,0.9918,3.19,0.62,12,99,0
6.9,0.25,0.27,9.05,0.039,37,0.9936,3.27,0.34,11.3,91,2
6.4,0.26,0.21,7.1,0.04,35,0.9956,3.39,0.58,9.9,127,1
7.6,0.3,0.22,10.2,0.049,57,0.9966,3.08,0.4,9.3,134,1
6.4,0.26,0.21,7.1,0.04,35,0.9956,3.39,0.58,9.9,127,1
7.6,0.3,0.22,10.2,0.049,57,0.9966,3.08,0.4,9.3,134,1
7.5,0.33,0.39,12.4,0.065,29,0.9974,3.16,0.39,9.4,90,0
7.6,0.38,0.2,3.4,0.046,9,0.9944,3.15,0.41,9.4,107,0
7.5,0.33,0.39,12.4,0.065,29,0.9974,3.16,0.39,9.4,90,0
6.6,0.36,0.21,1.5,0.049,39,0.9928,3.18,0.41,9.9,145,1
7.6,0.38,0.2,3.4,0.046,9,0.9944,3.15,0.41,9.4,107,0
5.6,0.46,0.24,4.8,0.042,24,0.9908,3.29,0.37,12.6,48,1
7.2,0.15,0.38,1.2,0.038,18,0.9917,3.19,0.43,11.1,92,1
8.2,0.42,0.29,4.1,0.03,31,0.9911,3,0.32,12.8,69,2
6.8,0.3,0.35,2.8,0.038,10,0.9912,3.09,0.53,12,154,1
6.7,0.27,0.3,13.9,0.029,34,0.9953,3.36,0.5,12,97,2
6,0.26,0.29,1,0.032,27,0.9896,3.38,0.44,12.3,69,1
6.8,0.33,0.28,1.2,0.032,38,0.9889,3.19,0.41,13,93,1
6.8,0.3,0.35,2.8,0.038,10,0.9912,3.09,0.53,12,154,1
7.4,0.29,0.31,1.7,0.035,23,0.9926,3.07,0.38,10.9,87,0
8.2,0.42,0.29,4.1,0.03,31,0.9911,3,0.32,12.8,69,2
6.5,0.32,0.12,11.5,0.033,35,0.9974,3.22,0.32,9,130,0
7.1,0.32,0.4,1.5,0.034,13,0.9944,3.42,0.6,10.4,71,0
6.5,0.32,0.12,11.5,0.033,35,0.9974,3.22,0.32,9,130,0
7.7,0.44,0.24,11.2,0.031,41,0.9948,3.12,0.43,11.3,126,2
7.7,0.44,0.24,11.2,0.031,41,0.9948,3.12,0.43,11.3,126,2
7.7,0.44,0.24,11.2,0.031,41,0.9948,3.12,0.43,11.3,126,2
7.2,0.24,0.29,2.2,0.037,37,0.992,3.27,0.64,11,65,2
6.5,0.34,0.36,11,0.052,53,0.9984,3.44,0.55,9.3,194,1
6.9,0.18,0.33,1,0.054,24,0.9926,3.42,0.51,10.5,140,0
7.2,0.24,0.29,2.2,0.037,37,0.992,3.27,0.64,11,65,2
6.1,0.34,0.46,4.7,0.029,21,0.991,3.29,0.62,12.3,73,1
7.4,0.44,0.2,11.5,0.049,44,0.998,3.27,0.44,9,113,0
7.4,0.44,0.2,11.5,0.049,44,0.998,3.27,0.44,9,113,0
7,0.24,0.25,1.7,0.042,48,0.992,3.25,0.42,11.4,141,1
7.1,0.25,0.25,1.6,0.046,50,0.9925,3.2,0.42,11,131,2
6.1,0.34,0.46,4.7,0.029,21,0.991,3.29,0.62,12.3,73,1
8.3,0.27,0.39,2.4,0.058,16,0.9955,3.28,0.59,10.3,91,0
6.8,0.24,0.35,6.4,0.048,44,0.9944,3.29,0.55,10.5,128,2
6.7,0.18,0.19,4.7,0.046,57,0.9946,3.32,0.66,10.5,104,1
7.8,0.2,0.28,10.2,0.054,78,0.997,3.14,0.46,10,108,1
6.6,0.28,0.3,7.8,0.049,57,0.9958,3.24,0.39,9.5,145,0
7.1,0.25,0.3,2.4,0.042,25,0.994,3.43,0.61,10.5,97,1
7.6,0.27,0.25,13.9,0.05,45,0.9984,3.34,0.5,9.8,154,1
6.9,0.37,0.28,13.8,0.031,34,0.9948,3.1,0.37,11.6,103,1
7.4,0.21,0.27,7.3,0.031,41,0.9932,3.15,0.38,11.8,103,2
8.2,0.18,0.28,8.5,0.035,41,0.9952,3.04,0.37,10.1,99,2
6.3,0.19,0.21,1.8,0.049,35,0.9924,3.31,0.5,10.3,128,1
7,0.21,0.22,5.1,0.048,38,0.9945,3.34,0.49,10.4,130,1
5.8,0.33,0.2,16.05,0.047,26,0.9976,3.09,0.46,8.9,140,0
5.8,0.33,0.2,16.05,0.047,26,0.9976,3.09,0.46,8.9,140,0
7.9,0.29,0.31,7.35,0.034,37,0.9938,3.06,0.31,10.8,117,0
6.6,0.31,0.38,16.05,0.058,16,0.9997,3.38,0.6,9.2,149,0
8,0.19,0.3,2,0.053,48,0.994,3.18,0.49,9.6,92,1
8,0.2,0.36,1.2,0.032,21,0.9921,3.08,0.37,10.4,57,1
7.7,0.3,0.42,14.3,0.045,45,0.9991,3.18,0.63,9.2,168,0
7.7,0.3,0.42,14.3,0.045,45,0.9991,3.18,0.63,9.2,168,0
7.7,0.3,0.42,14.3,0.045,45,0.9991,3.18,0.63,9.2,168,0
6.4,0.22,0.32,7.9,0.029,34,0.9948,3.4,0.39,10.2,90,0
7.3,0.24,0.41,13.6,0.05,41,0.9988,3.37,0.43,9.7,137,0
7.2,0.24,0.4,17.85,0.049,50,1,3.34,0.42,9.6,135,0
7.6,0.15,0.4,1.3,0.036,24,0.9932,3.14,0.76,10,88,0
7.7,0.3,0.42,14.3,0.045,45,0.9991,3.18,0.63,9.2,168,0
7.6,0.33,0.41,13.7,0.045,44,0.9989,3.18,0.64,9.1,153,0
6.8,0.24,0.31,18.3,0.046,40,1,3.3,0.41,8.7,102,0
6.8,0.24,0.31,18.3,0.046,40,1,3.3,0.41,8.7,102,0
6.8,0.35,0.44,6.5,0.056,31,0.9952,3.14,0.44,9.5,130,0
7.9,0.26,0.33,10.3,0.039,73,0.9969,2.93,0.49,9.5,139,1
7.2,0.31,0.41,8.6,0.053,15,0.9976,3.29,0.64,9.9,74,1
6.7,0.44,0.31,1.9,0.03,41,0.99,3.29,0.62,12.6,63,2
7.4,0.21,0.3,7.9,0.039,14,0.9942,2.96,0.34,10.4,104,0
8.8,0.23,0.35,10.7,0.04,26,0.9984,2.93,0.49,9.1,157,1
7.8,0.34,0.27,1.2,0.04,25,0.9932,3.01,0.55,10.4,81,0
7.9,0.26,0.33,10.3,0.039,73,0.9969,2.93,0.49,9.5,139,1
6,0.28,0.35,1.9,0.037,16,0.9933,3.16,0.69,10.6,104,0
7.9,0.37,0.3,2.7,0.029,64,0.9916,3.12,0.59,12,94,2
7.2,0.36,0.36,5.7,0.038,26,0.9914,2.93,0.59,12.5,72,2
7.6,0.13,0.34,9.3,0.062,40,0.9966,3.21,0.39,9.6,86,0
6.6,0.25,0.36,8.1,0.045,54,0.9958,3.08,0.42,9.2,126,0
7.1,0.18,0.26,1.3,0.041,20,0.9926,3.04,0.74,9.9,51,1
7.9,0.3,0.27,8.5,0.036,20,0.9939,2.96,0.46,11.7,92,1
8.3,0.23,0.3,2.1,0.049,21,0.9953,3.09,0.5,9.6,132,1
6.8,0.43,0.3,3.5,0.033,27,0.9906,3,0.37,12,108,1
7.2,0.36,0.36,5.7,0.038,26,0.9914,2.93,0.59,12.5,72,2
6.6,0.25,0.36,8.1,0.045,54,0.9958,3.08,0.42,9.2,126,0
7.1,0.18,0.26,1.3,0.041,20,0.9926,3.04,0.74,9.9,51,1
6.6,0.35,0.29,14.4,0.044,54,0.9991,3.17,0.58,8.9,123,1
7.3,0.22,0.5,13.7,0.049,56,0.9994,3.24,0.66,9,133,1
8.1,0.26,0.33,11.1,0.052,52.5,0.9976,3.03,0.49,10.2,105.5,2
7.6,0.13,0.34,9.3,0.062,40,0.9966,3.21,0.39,9.6,86,0
7,0.12,0.19,4.9,0.055,27,0.9953,3.29,0.41,9.4,100,0
8.2,0.37,0.27,1.7,0.028,10,0.9923,2.97,0.48,10.4,49,0
7.6,0.26,0.36,1.6,0.032,6,0.993,3.15,0.4,10.4,100,0
7.1,0.25,0.28,1.6,0.052,46,0.9926,3.05,0.41,10.5,123,0
7,0.27,0.32,6.8,0.047,47,0.9938,3.23,0.39,11.4,146,1
8.8,0.34,0.33,9.7,0.036,46,0.9966,3.08,0.4,10.2,126,0
6.8,0.28,0.36,1.6,0.04,25,0.9924,3.23,0.66,10.3,62,1
8.8,0.34,0.33,9.7,0.036,46,0.9966,3.08,0.4,10.2,126,0
7.2,0.16,0.35,1.2,0.031,27,0.9928,3.33,0.34,9.9,57,0
6.8,0.31,0.32,7.6,0.052,35,0.9959,3.14,0.38,9,108,0
6.8,0.31,0.32,7.6,0.052,35,0.9959,3.14,0.38,9,108,0
6.3,0.25,0.44,11.6,0.041,48,0.9968,3.18,0.52,9.5,147,0
6,0.45,0.42,1.1,0.051,61,0.9932,3.02,0.4,9,136,0
8.1,0.26,0.3,7.8,0.049,39,0.9954,2.99,0.58,10,113,1
5.7,0.45,0.42,1.1,0.051,61,0.9932,3.02,0.4,9,136,0
7.2,0.19,0.31,1.4,0.046,37,0.9939,3.34,0.57,10.2,98,2
6.7,0.31,0.44,6.7,0.054,29,0.9952,3.04,0.44,9.6,131,0
8,0.25,0.13,17.2,0.036,49,0.9996,2.96,0.46,9.7,170,0
8.1,0.31,0.36,8.2,0.028,29,0.9925,3.01,0.34,13,113,2
8.1,0.24,0.38,4.3,0.044,49,0.996,3.37,0.74,10.8,123,1
8,0.25,0.13,17.2,0.036,49,0.9996,2.96,0.46,9.7,170,0
6.4,0.29,0.28,11.1,0.063,66,0.9973,2.89,0.57,9,103,0
7.2,0.15,0.33,1.1,0.027,16,0.9937,3.37,0.4,9.9,47,0
7,0.12,0.32,7.2,0.058,22,0.9966,3.29,0.38,9.2,67,1
7.4,0.32,0.55,16.6,0.056,53,1.0017,2.96,0.58,8.7,185,1
8.2,0.21,0.48,1.4,0.041,11,0.9958,3.17,0.57,9.9,88,0
7.4,0.32,0.55,16.6,0.056,53,1.0017,2.96,0.58,8.7,185,1
6.8,0.31,0.42,6.9,0.046,50,0.9958,3.19,0.46,9,123,0
7.4,0.21,0.3,8.1,0.047,13,0.9941,3.12,0.35,10.5,101,1
8,0.23,0.35,9.2,0.044,53,0.997,3.09,0.56,9.5,133,2
7.6,0.2,0.31,1.4,0.047,41,0.9934,3.43,0.53,10.1,101,1
6.8,0.27,0.35,7.8,0.048,76,0.9959,3.24,0.43,9.5,121,1
8.4,0.2,0.27,6.3,0.048,30,0.9966,3.25,0.5,9.1,113,1
7.9,0.33,0.26,1.2,0.044,23,0.9932,3.19,0.54,10.5,80,1
7.5,0.38,0.5,12.8,0.042,57,0.9984,3.09,0.46,9,127,1
7.6,0.2,0.3,14.2,0.056,53,0.999,3.14,0.46,8.9,159.5,2
7.6,0.2,0.3,14.2,0.056,53,0.999,3.14,0.46,8.9,159.5,2
7.6,0.2,0.3,14.2,0.056,53,0.999,3.14,0.46,8.9,159.5,2
7.6,0.2,0.3,14.2,0.056,53,0.999,3.14,0.46,8.9,159.5,2
7.6,0.2,0.3,14.2,0.056,53,0.999,3.14,0.46,8.9,159.5,2
7.6,0.16,0.41,1.9,0.047,27,0.9937,3.2,0.53,10.1,124,1
8.1,0.22,0.28,7.7,0.043,57,0.9954,3.12,0.55,10,119,0
8,0.22,0.32,10.4,0.043,63,0.997,3.11,0.53,9.5,138,1
7.1,0.33,0.3,3.3,0.034,30,0.9912,3.08,0.31,12.3,72,2
6.4,0.43,0.27,1.1,0.054,5,0.9939,3.24,0.52,9.1,105,0
7.6,0.2,0.3,14.2,0.056,53,0.999,3.14,0.46,8.9,159.5,2
7,0.12,0.28,6.3,0.057,17,0.9957,3.5,0.44,9.6,86,0
7.4,0.3,0.22,5.25,0.053,33,0.9926,3.13,0.45,11.6,147,1
7,0.28,0.33,14.6,0.043,47,0.9994,3.34,0.67,8.8,121,1
7,0.28,0.33,14.6,0.043,47,0.9994,3.34,0.67,8.8,121,1
7.3,0.18,0.31,17.3,0.055,32,1.0002,3.13,0.46,9,165,1
7.6,0.17,0.35,1.6,0.047,43,0.9934,3.36,0.69,11.1,111,1
7.4,0.3,0.22,5.25,0.053,33,0.9926,3.13,0.45,11.6,147,1
7.4,0.26,0.31,2.4,0.043,58,0.9941,3.42,0.68,10.6,120,1
7,0.28,0.33,14.6,0.043,47,0.9994,3.34,0.67,8.8,121,1
5.6,0.18,0.31,1.5,0.038,16,0.9924,3.34,0.58,10.1,68,1
7.2,0.15,0.39,1.8,0.043,21,0.9948,3.52,0.47,10,138,0
8,0.4,0.33,7.7,0.034,27,0.9935,3.18,0.41,12.2,71,2
7,0.25,0.56,2,0.035,20,0.9918,3.23,0.53,11,75,1
7.2,0.15,0.39,1.8,0.043,21,0.9948,3.52,0.47,10,138,0
6.8,0.18,0.46,1.4,0.064,37,0.9924,3.37,0.45,11.1,123,0
6.6,0.32,0.22,16.7,0.046,38,0.9979,3.22,0.67,10.4,95,1
6.9,0.19,0.39,8,0.028,22,0.994,3.11,0.66,10.8,62,1
6.3,0.41,0.33,4.7,0.023,28,0.991,3.3,0.38,12.5,82,2
7,0.2,0.34,2.1,0.049,12,0.9922,3.25,0.46,11.6,124,2
6.6,0.32,0.22,16.7,0.046,38,0.9979,3.22,0.67,10.4,95,1
7.7,0.26,0.34,6.4,0.05,36,0.9937,3.19,0.7,11.5,127,1
6.3,0.21,0.28,1.5,0.051,46,0.9928,3.23,0.42,10.1,96,1
7.6,0.34,0.39,7.6,0.04,45,0.9965,3.11,0.53,9.2,170,1
6.3,0.21,0.28,1.5,0.051,46,0.9928,3.23,0.42,10.1,96,1
6.9,0.32,0.15,8.1,0.046,51,0.9958,3.13,0.45,8.9,129,0
7.6,0.34,0.39,7.6,0.04,45,0.9965,3.11,0.53,9.2,170,1
7.6,0.29,0.26,6.5,0.042,32,0.9944,3.14,0.47,10.7,128,0
6.5,0.25,0.2,1.4,0.024,29,0.9916,3.24,0.54,10.8,72,1
7.2,0.23,0.33,12.7,0.049,50,0.9987,3.41,0.4,9.8,133,0
7.9,0.35,0.36,1.6,0.038,11,0.9928,3.25,0.48,11,113,0
8.8,0.2,0.28,1.1,0.018,18,0.9926,2.97,0.35,10.4,54,0
7.6,0.29,0.26,6.5,0.042,32,0.9944,3.14,0.47,10.7,128,0
5.5,0.14,0.27,4.6,0.029,22,0.9949,3.34,0.44,9,82,0
8.7,0.24,0.35,0.6,0.042,11,0.9926,3.08,0.38,10.6,60,0
6.7,0.3,0.45,10.6,0.032,56,0.997,3.22,0.59,9.5,156,1
5.5,0.14,0.27,4.6,0.029,22,0.9949,3.34,0.44,9,82,0
5.6,0.13,0.27,4.8,0.028,22,0.9948,3.34,0.45,9.2,82,1
7.4,0.18,0.34,2.7,0.03,30,0.992,2.97,0.53,11,77,1
8.7,0.24,0.35,0.6,0.042,11,0.9926,3.08,0.38,10.6,60,0
8.3,0.33,0.43,9.2,0.046,22,0.9982,3.38,0.47,9.3,104,0
6.8,0.34,0.44,6.6,0.052,28,0.9955,3.14,0.41,9.6,128,0
6.8,0.33,0.44,7,0.05,29,0.9955,3.14,0.42,9.5,126,0
6.3,0.28,0.24,8.45,0.031,32,0.9958,3.39,0.57,9.7,140,2
6.8,0.21,0.27,18.15,0.042,41,1.0001,3.3,0.36,8.7,105,0
6.8,0.21,0.27,18.15,0.042,41,1.0001,3.3,0.36,8.7,105,0
8.6,0.485,0.29,4.1,0.026,19,0.9918,3.01,0.38,12.4,82,0
8.6,0.485,0.29,4.1,0.026,19,0.9918,3.01,0.38,12.4,82,0
7.3,0.29,0.29,4.6,0.029,27,0.9931,3.07,0.26,10.6,128,1
6.8,0.21,0.27,18.15,0.042,41,1.0001,3.3,0.36,8.7,105,0
7.3,0.29,0.37,8.3,0.044,45,0.9966,3.12,0.47,9,182,0
5.7,0.46,0.46,1.4,0.04,31,0.9932,3.13,0.47,8.8,138,0
6.8,0.28,0.44,11.5,0.04,58,0.9969,3.22,0.56,9.5,165,0
6.7,0.23,0.33,1.8,0.036,23,0.9925,3.32,0.4,10.8,73,1
6.9,0.17,0.25,1.6,0.047,34,0.9914,3.16,0.48,11.4,98,0
6.6,0.22,0.28,4.9,0.042,51,0.9952,3.3,0.75,9.5,129,1
7.8,0.27,0.28,1.8,0.05,21,0.9934,3.15,0.44,9.9,106,0
7.7,0.28,0.29,4.3,0.051,25,0.9939,3.16,0.39,10.2,117,0
7.6,0.29,0.29,4.4,0.051,26,0.9939,3.16,0.39,10.2,120,0
5.7,0.32,0.18,1.4,0.029,26,0.9906,3.44,0.37,11,78,1
7.1,0.33,0.25,1.6,0.03,25,0.9901,3.22,0.34,12.1,101,2
7.3,0.34,0.3,1.3,0.057,25,0.9948,3.26,0.51,9.1,148,1
6.5,0.19,0.26,5.2,0.04,31,0.995,3.26,0.68,9.5,109,1
6.6,0.23,0.27,5.6,0.043,43,0.9953,3.27,0.76,9.5,121,0
6.6,0.22,0.28,4.9,0.042,51,0.9952,3.3,0.75,9.5,129,1
6.8,0.36,0.32,1.6,0.039,10,0.9948,3.3,0.67,9.6,114,0
7,0.22,0.39,2.1,0.055,39,0.9951,3.52,0.54,10.2,159,1
7.4,0.45,0.32,7.1,0.044,17,0.9962,3.32,0.41,10.4,100,0
6.8,0.36,0.32,1.6,0.039,10,0.9948,3.3,0.67,9.6,114,0
7.5,0.42,0.14,10.7,0.046,18,0.9959,3.22,0.33,10.7,77,0
7.5,0.33,0.32,11.1,0.036,25,0.9962,3.15,0.34,10.5,94,1
7.9,0.17,0.32,1.6,0.053,47,0.9948,3.29,0.76,9.6,103,1
7.9,0.17,0.32,1.6,0.053,47,0.9948,3.29,0.76,9.6,103,1
8.2,0.17,0.32,1.5,0.05,17,0.994,3.14,0.58,9.5,84,0
8.3,0.17,0.31,1.5,0.049,48,0.9942,3.12,0.58,9.4,105,1
8.7,0.15,0.3,1.6,0.046,29,0.9942,3.22,0.38,9.8,101,1
7.9,0.17,0.32,1.6,0.053,47,0.9948,3.29,0.76,9.6,103,1
7.2,0.25,0.19,8,0.044,51,0.9964,3.16,0.44,9.2,121,0
7.2,0.24,0.19,7.7,0.045,53,0.9958,3.17,0.38,9.5,123,0
6.6,0.22,0.53,15.1,0.052,22,0.9986,2.94,0.35,9.4,114,0
6.6,0.22,0.53,15.1,0.052,22,0.9986,2.94,0.35,9.4,114,0
8.4,0.28,0.4,8.9,0.048,33,0.9988,3.4,0.46,9.3,113,0
6.8,0.32,0.34,6,0.05,5,0.9953,3.19,0.4,9.1,124,0
6.7,0.24,0.33,12.3,0.046,31,0.9983,3.36,0.4,9.5,114,0
7.4,0.18,0.36,13.1,0.056,72,1,3.42,0.35,9.1,91,1
6.7,0.24,0.33,12.3,0.046,31,0.9983,3.36,0.4,9.5,114,0
6.8,0.28,0.35,2.3,0.042,16,0.9906,3.19,0.56,12.4,69,1
6,0.27,0.15,1.5,0.056,35,0.9936,3.12,0.45,8.8,93,0
